1327,37,25,36,15,16,53,15,6,30,22,24,24,23,13,17,0,11,7,6,4,8,1,0,1,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,13,40,38,10,63,50,9,17,21,12,6,12,3,30,3,5,5,7,4,9,5,1,4,3,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,13,33,20,19,40,13,6,18,20,10,21,22,13,13,9,12,13,2,3,2,5,3,0,3,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1321,22,35,15,18,5,53,47,27,19,27,16,24,25,3,10,8,9,8,5,5,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,35,53,21,20,52,31,26,31,36,15,16,10,17,20,10,1,10,1,3,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,32,25,38,31,6,24,10,23,30,16,7,13,8,2,10,2,2,6,1,1,3,1,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1314,10,26,23,45,6,12,7,36,14,13,16,13,16,5,1,8,8,3,5,3,5,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,17,26,31,31,29,22,21,26,40,18,7,12,15,21,4,7,1,5,4,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,5,8,28,14,34,27,22,27,43,24,20,15,10,6,6,6,5,6,2,2,3,0,2,2,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1320,11,26,33,7,42,36,17,31,14,21,21,23,4,4,17,2,2,5,1,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,22,15,32,22,45,41,6,12,34,15,12,14,14,15,3,7,9,6,5,1,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,20,30,28,12,19,36,20,9,27,12,35,25,8,11,19,2,9,9,3,4,3,0,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1312,6,18,14,30,32,38,29,9,41,39,11,13,6,3,7,6,2,4,4,3,0,1,0,3,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,11,21,43,25,53,44,17,27,11,15,6,7,7,14,15,4,9,3,9,5,6,6,4,4,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,4,16,42,48,44,14,36,33,11,27,15,24,13,5,1,10,9,7,8,4,4,3,4,2,4,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1323,50,20,4,9,22,80,26,11,69,49,14,23,12,10,18,3,9,6,7,7,6,0,0,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,6,41,24,44,3,39,52,54,13,13,23,21,26,15,8,11,4,15,0,8,3,4,3,4,4,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,20,5,11,22,38,30,5,17,14,39,22,4,9,22,9,14,7,8,5,2,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1303,21,10,11,40,51,19,26,33,21,6,9,23,16,12,7,16,5,5,2,4,4,3,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,14,33,31,33,51,44,29,42,32,38,22,12,16,28,16,5,10,5,3,1,5,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,36,33,18,20,44,30,12,44,45,27,22,10,6,10,3,9,5,7,6,4,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1310,9,14,21,49,36,9,26,29,20,14,19,0,31,17,6,2,8,6,8,5,7,5,5,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,19,20,46,32,7,21,20,33,12,17,28,24,9,16,7,14,11,1,6,4,0,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,10,26,39,13,10,17,30,38,32,15,6,13,15,15,7,2,12,4,2,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1323,26,39,44,26,26,19,31,3,10,24,13,1,17,23,10,9,1,12,6,2,6,4,1,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,48,22,51,40,18,34,17,28,14,29,22,32,11,9,6,1,10,6,6,1,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,25,33,47,37,32,39,24,13,19,27,31,17,24,10,8,16,13,2,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1313,16,49,106,18,47,26,56,33,14,22,18,21,8,19,9,10,14,6,6,4,7,4,3,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,16,33,20,37,14,25,31,36,22,21,5,16,11,8,14,23,5,12,8,1,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,27,31,90,24,60,25,28,21,7,19,27,15,6,10,8,10,6,5,8,4,4,7,7,2,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1307,13,4,46,37,14,15,8,3,15,20,11,36,9,3,13,9,15,4,5,4,0,3,3,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,12,17,18,36,32,13,20,10,18,7,25,18,9,6,3,4,4,3,4,3,2,3,1,3,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,15,38,46,28,36,18,20,28,29,13,30,18,16,13,5,18,8,4,7,1,2,3,3,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1319,30,25,18,33,44,36,55,6,1,15,13,9,14,7,8,9,3,8,3,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,29,35,32,22,11,22,33,33,15,5,11,3,13,13,9,10,0,3,4,3,5,4,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,15,7,45,18,20,66,28,11,11,15,14,16,9,15,10,2,7,6,5,6,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1303,22,29,26,40,6,33,29,27,3,13,13,22,17,15,7,0,5,2,2,5,1,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,23,32,44,26,48,36,11,26,18,19,0,18,15,34,8,10,3,13,2,1,2,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,18,45,21,46,53,41,42,57,27,33,25,16,2,9,12,5,2,7,10,1,1,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1314,11,54,15,42,35,21,20,13,15,47,16,16,10,16,8,7,9,7,2,8,6,5,0,2,1,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,9,30,31,32,19,50,42,36,32,7,12,11,13,20,6,14,1,1,3,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,19,16,35,26,13,21,8,27,30,32,13,12,18,5,14,10,12,3,1,0,5,1,2,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1307,33,49,58,42,20,61,55,15,30,38,8,12,7,10,11,2,6,6,1,3,2,4,5,2,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,9,71,48,41,13,27,28,54,29,8,40,21,15,9,7,12,12,8,5,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,19,29,60,15,67,46,31,61,35,30,33,11,20,9,14,4,10,8,5,7,0,1,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1326,27,15,41,36,26,13,31,18,12,27,21,16,14,14,1,4,16,8,8,5,8,1,5,4,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,19,14,16,63,30,30,49,16,45,10,27,4,20,14,6,7,4,3,8,4,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,9,21,59,30,28,17,18,19,36,16,8,27,18,10,4,6,9,2,7,4,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1310,31,47,27,30,1,36,20,25,29,17,22,14,6,22,8,7,8,5,5,0,1,6,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,6,9,21,17,26,7,23,36,15,9,24,18,18,24,5,14,2,3,5,6,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,17,41,51,24,9,41,27,1,27,42,16,7,16,13,5,6,3,7,5,4,2,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1320,18,21,23,28,21,20,15,16,24,14,40,10,3,5,7,6,5,3,1,4,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,24,22,11,11,49,18,32,45,32,34,8,12,15,16,12,7,3,1,6,3,3,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,36,18,19,77,48,39,17,25,24,10,15,26,14,11,3,15,4,5,4,3,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1312,17,46,26,17,42,37,12,21,19,15,26,26,12,15,3,7,3,3,4,4,3,2,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,38,49,48,47,10,45,41,34,58,2,10,25,14,6,23,7,9,3,3,1,5,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,9,30,24,27,11,58,24,6,7,25,25,12,2,6,6,10,6,4,4,7,1,4,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1321,5,44,21,40,13,32,22,27,27,50,7,17,23,2,15,10,12,5,3,5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,21,7,68,43,35,18,32,37,27,34,8,10,1,8,15,6,4,1,3,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,24,30,47,18,43,14,37,27,7,30,15,22,5,4,12,14,0,7,6,3,4,2,3,3,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1325,29,28,28,11,0,32,50,10,37,44,3,2,4,8,3,9,6,3,3,3,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,9,7,29,32,20,18,39,12,5,3,12,24,11,13,9,3,10,1,1,4,0,2,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,12,24,57,52,29,5,42,22,24,24,19,17,11,15,5,4,8,7,8,2,4,0,2,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1318,25,6,37,12,39,73,15,20,7,10,21,13,4,12,11,6,7,8,2,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,20,27,18,7,7,24,15,1,3,12,30,4,13,19,7,6,8,7,2,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,21,41,29,13,27,37,5,33,13,22,52,23,27,8,5,9,4,8,2,3,3,1,4,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1298,36,26,28,13,51,24,12,37,35,5,7,30,16,15,3,13,11,5,10,2,5,2,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,12,32,23,25,20,49,30,7,26,20,18,25,25,2,16,7,7,1,3,0,3,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,24,13,46,7,19,25,23,51,9,26,22,16,26,9,4,10,5,9,6,4,1,2,3,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1311,17,48,61,14,52,9,60,51,25,22,29,12,7,26,7,10,11,9,5,3,6,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,6,25,37,27,48,11,42,1,41,4,22,14,9,14,15,4,14,9,3,4,7,2,2,4,5,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,4,43,29,43,5,26,51,38,28,1,2,20,8,11,8,7,3,4,6,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1311,6,30,45,16,35,56,16,7,19,31,21,17,13,17,9,10,8,5,4,1,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,3,18,34,31,32,31,22,15,37,17,24,20,14,13,6,15,7,5,5,2,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,8,11,6,11,8,41,38,60,58,7,6,13,5,17,7,4,4,2,4,1,2,5,2,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
1325,20,32,20,6,22,16,18,22,17,23,12,26,10,4,17,7,7,6,5,1,0,3,2,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,27,17,29,18,28,14,8,14,14,14,4,6,13,11,16,11,5,4,5,0,2,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,32,17,34,7,48,14,45,33,4,2,13,20,26,20,8,4,7,7,2,7,10,5,6,4,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1307,21,15,44,41,26,21,18,7,19,17,33,7,21,2,13,8,11,10,6,9,7,6,4,4,5,2,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,8,48,35,34,30,26,28,20,46,6,15,26,15,12,5,17,16,9,3,5,3,4,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,18,60,17,56,54,68,16,29,21,4,33,4,11,11,1,1,13,7,3,3,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1306,12,16,13,24,26,9,19,21,38,8,22,12,22,22,6,3,11,2,6,1,1,3,4,1,4,1,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,3,28,27,41,14,24,15,16,52,17,22,13,9,12,12,7,12,1,5,1,2,0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,8,23,22,11,42,4,35,52,15,21,14,14,9,6,5,5,2,1,0,4,2,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indexmiddle
1316,19,39,38,24,23,37,15,30,29,22,3,8,8,2,4,8,3,6,4,3,4,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,13,30,28,42,16,15,16,15,13,37,15,20,10,10,0,1,5,2,2,2,4,3,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,5,5,16,32,34,30,30,36,13,30,6,8,17,21,9,6,4,5,4,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fist
1320,16,24,14,41,47,34,23,26,25,23,19,12,14,9,6,12,9,8,10,4,0,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,18,45,42,39,14,12,21,43,24,23,28,11,12,5,5,10,4,3,9,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,11,10,15,57,21,35,11,21,32,18,5,14,16,15,7,4,4,9,11,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinkythumb
